battle_id,battle_name,battle_name_normalized,wikipedia_title,source_url,date_raw,start_date,end_date,year,century,date_parse_confidence,war_name,campaign_name,location_raw,location_normalized,latitude,longitude,present_day_country,result_raw,result_normalized,result_type,belligerent_1_raw,belligerent_2_raw,belligerent_3_raw,commander_side_a_raw,commander_side_b_raw,commander_side_c_raw,strength_side_a_raw,strength_side_b_raw,strength_side_c_raw,casualties_side_a_raw,casualties_side_b_raw,casualties_side_c_raw,strength_side_a_min,strength_side_a_max,strength_side_b_min,strength_side_b_max,casualties_side_a_min,casualties_side_a_max,casualties_side_b_min,casualties_side_b_max,page_type,page_type_confidence,classification_notes,acceptance_reason,battle_type,infobox_present,text_length,categories,list_page_origin,parent_list_page,discovery_root,source_family,extraction_confidence,notes,quarantine_reason,validation_status
battle_11893848,Battle of Thimeon,Battle of Thimeon,Battle of Thimeon,https://en.wikipedia.org/wiki/Battle_of_Thimeon,February 880,,,880,9,0.5,,,,,50.4,4.43333333,,Victory,Victory,victory,,,,,,,,,,,,,,,,,,,,,battle_article,0.83,battle-like title | battle categories | war/conflict categories,battle-like title | battle categories | war/conflict categories | fallback wikitext extraction,land_battle,False,938,880 | 880s conflicts | All Wikipedia articles written in British English with Oxford spelling | All articles needing additional references | All stub articles | Articles needing additional references from November 2024 | Articles with multiple maintenance issues | Articles with short description | Battles involving East Francia | Battles involving the Carolingian Empire | Battles involving the Vikings | Coordinates on Wikidata | German battle stubs | History of Hainaut | Military articles needing translation from French Wikipedia | Pages using gadget WikiMiniAtlas | Short description matches Wikidata | Use Oxford spelling from November 2024 | Use dmy dates from November 2024 | Use shortened footnotes from March 2025 | Viking Age in France,List of battles 301–1300 | List of battles by geographic location,List of battles 301–1300 | List of battles by geographic location,Lists of battles,list_misc,0.4,validated_rebuild_mode=wikitext,insufficient_source_evidence,quarantined
battle_4397910,Battle of Saucourt-en-Vimeu,Battle of Saucourt-en-Vimeu,Battle of Saucourt-en-Vimeu,https://en.wikipedia.org/wiki/Battle_of_Saucourt-en-Vimeu,3 August 881,,,881,9,0.5,,,,,50.1042,1.6158,,,,unknown,,,,,,,,,,,,,,,,,,,,,battle_article,0.83,battle-like title | battle categories | war/conflict categories,battle-like title | battle categories | war/conflict categories | fallback wikitext extraction,land_battle,False,1572,880s conflicts | 881 | 9th century in France | All stub articles | Articles with short description | Battles involving the Carolingian Empire | Battles involving the Vikings | Coordinates on Wikidata | French battle stubs | Military history of Hauts-de-France | Pages using gadget WikiMiniAtlas | Short description matches Wikidata | Viking Age in France,List of battles 301–1300 | List of battles by geographic location,List of battles 301–1300 | List of battles by geographic location,Lists of battles,list_misc,0.2,validated_rebuild_mode=wikitext,insufficient_source_evidence|no_infobox_and_no_result,quarantined
battle_5723088,Fujiwara no Sumitomo,Fujiwara no Sumitomo,Fujiwara no Sumitomo,https://en.wikipedia.org/wiki/Fujiwara_no_Sumitomo,From 939,,,939,10,0.5,,,,,,,,Defeat,Defeat,defeat,,,,,,,,,,,,,,,,,,,,,war_conflict_article,0.67,war/conflict title | biography categories | war/conflict-like title only,war/conflict title | biography categories | war/conflict-like title only | fallback wikitext extraction,land_battle,False,1181,10th-century Japanese people | 941 deaths | Articles containing Japanese-language text | Articles with short description | CS1 errors: ISBN date | Deified Japanese men | Executed Japanese people | Fujiwara Hok-ke | People executed by Japan | Short description is different from Wikidata | Year of birth unknown,List of wars: before 1000,List of wars: before 1000,Lists of battles,period_based,0.4,validated_rebuild_mode=wikitext,insufficient_source_evidence,quarantined
battle_69398052,Nong Zhigao rebellions,Nong Zhigao rebellions,Nong Zhigao rebellions,https://en.wikipedia.org/wiki/Nong_Zhigao_rebellions,968–1054,,1054-04-01,968,10,0.75,,,,,,,,Defeat,Defeat,defeat,,,,,,,,,,,,,,,,,,,,,war_conflict_article,0.83,battle-like title | war/conflict title | war/conflict categories | biography categories,battle-like title | war/conflict title | war/conflict categories | biography categories | fallback wikitext extraction,uprising,False,25624,Articles containing Chinese-language text | Articles containing Vietnamese-language text | Articles containing Zhuang-language text | Articles with short description | Baiyue | Bouyei people | CS1 Vietnamese-language sources (vi) | CS1 maint: postscript | Dai people | Military history of the Song dynasty | Nanyue | Prehistoric Thailand | Rebellions in China | Short description matches Wikidata | Tai history | Tai peoples | Zhuang people,List of conflicts in Asia,List of conflicts in Asia,Lists of battles,war_conflict_based,0.4,validated_rebuild_mode=wikitext,insufficient_source_evidence,quarantined
battle_4588542,War of the Three Henries (976–978),War of the Three Henries,War of the Three Henries (976–978),https://en.wikipedia.org/wiki/War_of_the_Three_Henries_%28976%E2%80%93978%29,Empire 972,,,972,10,0.5,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,war_conflict_article,0.83,battle categories | war/conflict title | war/conflict categories,battle categories | war/conflict title | war/conflict categories | fallback wikitext extraction,uprising,False,4722,"10th-century rebellions | 10th century in Germany | 970s conflicts | 970s in the Holy Roman Empire | 977 | 978 | All articles lacking in-text citations | Articles lacking in-text citations from September 2014 | Articles with short description | Civil wars of the Middle Ages | Duchy of Bavaria | Medieval rebellions in Europe | Otto II, Holy Roman Emperor | Princely rebellions | Short description matches Wikidata | Theophanu | Wars involving Bavaria | Wars involving the Holy Roman Empire | Wars of the Middle Ages",,,,,0.2,validated_rebuild_mode=wikitext,insufficient_source_evidence|no_infobox_and_no_result,quarantined
battle_10502762,Battle of Conquereuil,Battle of Conquereuil,Battle of Conquereuil,https://en.wikipedia.org/wiki/Battle_of_Conquereuil,"June 27, 992",,,992,10,0.5,,,,,47.62527778,-1.75,,,,unknown,,,,,,,,,,,,,,,,,,,,,battle_article,0.83,battle-like title | battle categories | war/conflict categories,battle-like title | battle categories | war/conflict categories | fallback wikitext extraction,land_battle,False,1883,10th century in France | 990s conflicts | 992 | All stub articles | Battles involving France | Battles of the Middle Ages | Coordinates on Wikidata | French battle stubs | History of Loire-Atlantique | Military history of Brittany | Military history of Pays de la Loire | Pages using gadget WikiMiniAtlas,List of battles 301–1300 | List of battles by geographic location,List of battles 301–1300 | List of battles by geographic location,Lists of battles,list_misc,0.2,validated_rebuild_mode=wikitext,insufficient_source_evidence|no_infobox_and_no_result,quarantined
battle_5422627,Battle of Calatañazor,Battle of Calatañazor,Battle of Calatañazor,https://en.wikipedia.org/wiki/Battle_of_Calata%C3%B1azor,July 1002,1002-07-01,1002-07-01,1002,11,1.0,,,,,41.7,-2.816,,,,unknown,,,,,,,,,,,,,,,,,,,,,battle_article,0.83,battle-like title | battle categories | war/conflict categories,battle-like title | battle categories | war/conflict categories | fallback wikitext extraction,land_battle,False,4543,All articles lacking in-text citations | Articles lacking in-text citations from August 2014 | Articles with short description | Battles of the Reconquista | Conflicts in 1002 | Coordinates on Wikidata | Military history of Castile and León | Pages using gadget WikiMiniAtlas | Short description is different from Wikidata | Spanish folklore | Spanish legends,List of battles 301–1300 | List of battles by geographic location,List of battles 301–1300 | List of battles by geographic location,Lists of battles,list_misc,0.2,validated_rebuild_mode=wikitext,insufficient_source_evidence|no_infobox_and_no_result,quarantined
battle_2654782,St Brice's Day massacre,St Brice's Day massacre,St Brice's Day massacre,https://en.wikipedia.org/wiki/St_Brice%27s_Day_massacre,13 November 1002,1002-11-13,1002-11-13,1002,11,1.0,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,battle_article,0.83,battle-like title | battle categories | war/conflict categories,battle-like title | battle categories | war/conflict categories | fallback wikitext extraction,massacre,False,9170,1002 in England | 11th-century massacres | Anglo-Norse England | Anti-Danish sentiment | Articles containing Danish-language text | Articles with short description | CS1 errors: periodical ignored | CS1 maint: publisher location | Conflict in Anglo-Saxon England | Conflicts in 1002 | Denmark–England relations | Ethnic cleansing in Europe | Massacres committed by the Kingdom of England | Massacres in England | Massacres of ethnic groups | Pages containing links to subscription-only content | Short description is different from Wikidata | Wikipedia articles incorporating a citation from the ODNB,Category:Massacres of ethnic groups,Category:Massacres of ethnic groups,Lists of battles,category_based,0.2,validated_rebuild_mode=wikitext,insufficient_source_evidence|no_infobox_and_no_result,quarantined
battle_10906861,Battle at Herdaler,Battle at Herdaler,Battle at Herdaler,https://en.wikipedia.org/wiki/Battle_at_Herdaler,years 1007/8,1007-04-08,1007-04-08,1007,11,1.0,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,battle_article,0.83,battle-like title | battle categories | war/conflict categories,battle-like title | battle categories | war/conflict categories | fallback wikitext extraction,land_battle,False,2262,1007 in Europe | 1008 in Europe | All articles covered by WikiProject Wikify | All articles needing references cleanup | Articles covered by WikiProject Wikify from August 2025 | Articles with short description | Conflicts in 1007 | Ingå | Saint Olaf | Short description matches Wikidata | Wikipedia references cleanup from August 2025,List of battles 301–1300 | List of battles by geographic location | List of wars: 1000–1499,List of battles 301–1300 | List of battles by geographic location | List of wars: 1000–1499,Lists of battles,list_misc | war_conflict_based,0.2,validated_rebuild_mode=wikitext,insufficient_source_evidence|no_infobox_and_no_result,quarantined
battle_56324110,Battle of Cruden Bay,Battle of Cruden Bay,Battle of Cruden Bay,https://en.wikipedia.org/wiki/Battle_of_Cruden_Bay,of 1012 in the,1012-04-01,1012-04-01,1012,11,1.0,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,battle_article,0.83,battle-like title | battle categories | war/conflict categories,battle-like title | battle categories | war/conflict categories | fallback wikitext extraction,land_battle,False,2875,1012 in Scotland | 11th century in Scotland | All articles needing coordinates | All stub articles | Articles missing coordinates without coordinates on Wikidata | Battles involving the Kingdom of Scotland | British battle stubs | Conflicts in 1012 | Scotland articles missing geocoordinate data | Scottish history stubs,List of battles involving the Kingdom of Scotland,List of battles involving the Kingdom of Scotland,Lists of battles,participant_based,0.2,validated_rebuild_mode=wikitext,insufficient_source_evidence|no_infobox_and_no_result,quarantined
battle_7867206,Battle of Pontlevoy,Battle of Pontlevoy,Battle of Pontlevoy,https://en.wikipedia.org/wiki/Battle_of_Pontlevoy,6 July 1016,1016-07-06,1016-07-06,1016,11,1.0,,,,,47.390249,1.254324,,Fulk may have even been captured briefly.,Unknown,unknown,,,,,,,,,,,,,,,,,,,,,battle_article,0.83,battle-like title | battle categories | war/conflict categories,battle-like title | battle categories | war/conflict categories | fallback wikitext extraction,land_battle,False,1632,1010s in France | 1016 in Europe | All articles lacking in-text citations | All stub articles | Articles lacking in-text citations from August 2025 | Articles with short description | Battles involving France | Battles of the Middle Ages | Conflicts in 1016 | Coordinates on Wikidata | French battle stubs | Pages using gadget WikiMiniAtlas | Short description is different from Wikidata,List of battles 301–1300 | List of battles by geographic location | List of wars: 1000–1499,List of battles 301–1300 | List of battles by geographic location | List of wars: 1000–1499,Lists of battles,list_misc | war_conflict_based,0.4,validated_rebuild_mode=wikitext,insufficient_source_evidence|no_infobox_and_no_result,quarantined
battle_76190703,Siege of Gwalior,Siege of Gwalior,Siege of Gwalior,https://en.wikipedia.org/wiki/Siege_of_Gwalior,1021,1021-04-01,1021-04-01,1021,11,1.0,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,battle_article,0.33,battle-like title,battle-like title | fallback wikitext extraction,siege,False,503,All article disambiguation pages | All disambiguation pages | Disambiguation pages | Short description is different from Wikidata,List of battles by geographic location,List of battles by geographic location,Lists of battles,list_misc,0.2,validated_rebuild_mode=wikitext,insufficient_source_evidence|no_infobox_and_no_result,quarantined
battle_9658484,Champion warfare,Champion warfare,Champion warfare,https://en.wikipedia.org/wiki/Champion_warfare,in 1022,1022-04-01,1022-04-01,1022,11,1.0,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,war_conflict_article,0.5,war/conflict title,war/conflict title | fallback wikitext extraction,war_conflict,False,2551,All articles needing additional references | All stub articles | Ancient warfare | Articles needing additional references from February 2021 | Articles with short description | Military history stubs | Short description matches Wikidata | Warfare by type,Outline of war,Outline of war,Lists of battles,war_conflict_based,0.4,validated_rebuild_mode=wikitext,insufficient_source_evidence|no_infobox_and_no_result,quarantined
