battle_id,battle_name,battle_name_normalized,wikipedia_title,source_url,date_raw,start_date,end_date,year,century,date_parse_confidence,war_name,campaign_name,location_raw,location_normalized,latitude,longitude,present_day_country,result_raw,result_normalized,result_type,belligerent_1_raw,belligerent_2_raw,belligerent_3_raw,commander_side_a_raw,commander_side_b_raw,commander_side_c_raw,strength_side_a_raw,strength_side_b_raw,strength_side_c_raw,casualties_side_a_raw,casualties_side_b_raw,casualties_side_c_raw,strength_side_a_min,strength_side_a_max,strength_side_b_min,strength_side_b_max,casualties_side_a_min,casualties_side_a_max,casualties_side_b_min,casualties_side_b_max,page_type,page_type_confidence,classification_notes,acceptance_reason,battle_type,infobox_present,text_length,categories,list_page_origin,parent_list_page,discovery_root,source_family,extraction_confidence,notes,removal_reason,validation_status
battle_44618350,Combined Joint Task Force – Operation Inherent Resolve,Combined Joint Task Force – Operation Inherent Resolve,Combined Joint Task Force – Operation Inherent Resolve,https://en.wikipedia.org/wiki/Combined_Joint_Task_Force_%E2%80%93_Operation_Inherent_Resolve,October 2014,2014-10-01,2014-10-01,2014.0,21.0,1.0,CENTCOM,,,,,,,"In the first phase, finishing in September 2025, the coalition's military mission in Iraq would end, meaning coalition forces would withdraw from certain locations in Iraq as mutually determined.",Unknown,unknown,,,,,,,,,,,,,,,,,,,,,operation_article,0.83,battle-like title | battle categories | campaign signals | war/conflict categories,battle-like title | battle categories | campaign signals | war/conflict categories | fallback wikitext extraction,operation,True,8922,All Wikipedia articles in need of updating | All articles to be expanded | Articles to be expanded from May 2019 | Articles with multiple maintenance issues | Articles with short description | CS1 maint: deprecated archival service | Joint task forces of the United States Armed Forces | Military operations involving Portugal | Military units and formations established in 2014 | Operation Inherent Resolve | Pages using infobox militant organization with conflicting parameters | Short description is different from Wikidata | Use dmy dates from August 2020 | Webarchive template wayback links | Wikipedia articles in need of updating from January 2020 | Wikipedia articles with possible conflicts of interest from January 2020,List of wars: 2003–2019 | List of wars: 2020–present,List of wars: 2003–2019 | List of wars: 2020–present,Lists of battles,war_conflict_based,0.6,recovery_mode=fallback_wikitext,generic_category_signal,removed_false_positive
battle_47839259,2015 Burkina Faso coup attempt,2015 Burkina Faso coup attempt,2015 Burkina Faso coup attempt,https://en.wikipedia.org/wiki/2015_Burkina_Faso_coup_attempt,16 September 2015 – 23 September 2015,2015-09-16,2015-09-23,2015.0,21.0,1.0,,,Burkina Faso,Burkina Faso,,,,Coup failed Regiment of Presidential Security dissolved by caretaker cabinet [ 1 ],Unknown,unknown,Regiment of Presidential Security,Government of Burkina Faso,,General Gilbert Diendéré [ 2 ],Michel Kafando Yacouba Isaac Zida,,,,,,,,,,,,,,,,battle_article,1.0,battle categories | battle infobox structure,battle categories | battle infobox structure,land_battle,True,20752,CS1_French-language_sources_(fr) | Articles_with_French-language_sources_(fr) | Articles_with_short_description | Short_description_is_different_from_Wikidata | Use_dmy_dates_from_September_2015 | Articles_containing_French-language_text | 2010s_coups_d'état | 2015_in_Burkina_Faso | Attempted_coups_d'état_in_Burkina_Faso | Conflicts_in_2015 | September_2015_in_Africa,List of conflicts in Africa,List of conflicts in Africa,Lists of battles,war_conflict_based,1.0,,list_page,removed_false_positive
battle_47860357,2015 Camp Badaber attack,2015 Camp Badaber attack,2015 Camp Badaber attack,https://en.wikipedia.org/wiki/2015_Camp_Badaber_attack,2015 09 18,,,2015,21,0.5,the War in North-West Pakistan,,"Badaber, Khyber Pakhtunkhwa, Pakistan","Badaber, Khyber Pakhtunkhwa, Pakistan",33.9557,71.5754,,,,unknown,,,,,,,,,,,,,,,,,,,,,battle_article,0.5,battle categories,battle categories | fallback wikitext extraction,land_battle,True,6141,2015 mass shootings in Asia | 2015 murders in Pakistan | 21st-century attacks on mosques | Afghanistan–Pakistan conflict | Afghanistan–Pakistan relations | All Wikipedia articles written in British English | All articles with unsourced statements | Articles with short description | Articles with unsourced statements from January 2021 | Attacks on air bases in Pakistan | Attacks on buildings and structures in Peshawar | Attacks on military installations in 2015 | Attacks on mosques in Pakistan | Battles in 2015 | Battles of the insurgency in Khyber Pakhtunkhwa | Coordinates on Wikidata | Islamic terrorist incidents in 2015 | Islamist attacks on mosques | Mass shootings in Khyber Pakhtunkhwa | Mosque shootings | Pages using gadget WikiMiniAtlas | Pakistani war casualties | Short description matches Wikidata | Tehrik-i-Taliban Pakistan attacks | Terrorist attacks on airports in Pakistan | Terrorist incidents in Pakistan in 2015 | Terrorist incidents in Peshawar | Use British English from January 2021 | Use dmy dates from January 2021 | Webarchive template other archives,List of battles in the 21st century,List of battles in the 21st century,Lists of battles,period_based,0.4,recovery_mode=fallback_wikitext,list_page,removed_false_positive
battle_54993041,2016 Burkina Faso coup attempt,2016 Burkina Faso coup attempt,2016 Burkina Faso coup attempt,https://en.wikipedia.org/wiki/2016_Burkina_Faso_coup_attempt,8 October 2016,2016-10-08,2016-10-08,2016.0,21.0,1.0,,,"Ouagadougou , Burkina Faso","Ouagadougou , Burkina Faso",,,,Coup failed,Unknown,unknown,ex- RSP members,Government of Burkina Faso,,Gaston Coulibaly,Roch Marc Christian Kaboré Paul Kaba Thieba,,,,,,,,,,,,,,,,battle_article,1.0,battle categories | battle infobox structure,battle categories | battle infobox structure,land_battle,True,963,Articles_with_short_description | Short_description_matches_Wikidata | 2010s_coups_d'état | 2016_in_Burkina_Faso | Attempted_coups_d'état_in_Burkina_Faso | Conflicts_in_2016 | October_2016_in_Africa,List of conflicts in Africa,List of conflicts in Africa,Lists of battles,war_conflict_based,1.0,,list_page,removed_false_positive
battle_57296273,2016 Indian Line of Control strike,2016 Indian Line of Control strike,2016 Indian Line of Control strike,https://en.wikipedia.org/wiki/2016_Indian_Line_of_Control_strike,28–29 September 2016 (),2016-04-28,2016-09-29,2016,21,1.0,"Indo-Pakistani conflicts, Kashmir conflict and India–Pakistan border skirmishes (2016–2018)",,Line of Control,Line of Control,,,,Indian cross-border strike Start of 2016–18 India–Pakistan border skirmishes,Unknown,unknown,IND,"22px LeT
(Indian claim)
22px JeM
(Indian claim)
22px HuM
(Indian claim)",PAK,"22px Pranab Mukherjee
(President of India)
22px Narendra Modi
(Prime Minister of India)
22px Gen. Dalbir Singh Suhag
(Chief of Army Staff)
22px Lt.Gen. Ranbir Singh
(Director-General of Military Operations)
22px Lt.Gen. Deependra Singh Hooda
(GOC-in-C, Northern Command)
India Manohar Parrikar
(Minister of Defence)",Unknown,"22px Mamnoon Hussain
(President of Pakistan)
22px Nawaz Shareef
(Prime Minister of Pakistan)
22px Gen. Raheel Sharif
(Chief of Army Staff)
22px Lt.Gen. Malik Zafar Iqbal
(X Corps Commander)
Pakistan Khawaja Muhammad Asif
(Minister of Defence)",,,,"Per India:
1–2 servicemen wounded
Per Pakistan:
8 servicemen killed
1 serviceman captured","Per India:
35–40 militants killed
Per Pakistan:
None Killed","Per India:
9 servicemen killed
Per Pakistan:
2 servicemen killed
9 servicemen wounded",,,,,1,8,35,40,operation_article,0.5,battle categories | campaign signals | war/conflict categories,battle categories | campaign signals | war/conflict categories | fallback wikitext extraction,land_battle,True,27646,"2010s in Jammu and Kashmir | 21st century in Azad Kashmir | All Wikipedia articles written in Indian English | All articles with unsourced statements | Articles tagged with the inline citation overkill template from January 2022 | Articles with short description | Articles with unsourced statements from December 2016 | Articles with unsourced statements from December 2020 | Attacks in Asia in 2016 | Citation overkill | Conflicts in 2016 | Counterterrorism in India | Counterterrorism in Pakistan | Cross-border operations | Military operations of the Kashmir conflict | Operations involving special forces of India | September 2016 in India | September 2016 in Pakistan | Short description is different from Wikidata | Uri, Jammu and Kashmir | Use Indian English from September 2016 | Use dmy dates from January 2020 | Webarchive template wayback links | Wikipedia articles needing clarification from October 2016 | Wikipedia extended-confirmed-protected pages",List of conflicts in Asia,List of conflicts in Asia,Lists of battles,war_conflict_based,1.0,recovery_mode=fallback_wikitext,list_page,removed_false_positive
battle_57536888,National Front for Liberation,National Front for Liberation,National Front for Liberation,https://en.wikipedia.org/wiki/National_Front_for_Liberation,May 2018,2018-05-01,2018-05-01,2018.0,21.0,1.0,"Syrian opposition Free Syrian Army (May-June, 2018) Syrian opposition Syrian National Army (since October 2019) Unified Military Council (Idlib) Military Operations Command",,,,,,,"At the event on 29 January declaring the victory of the Syrian revolution, most factions of the armed opposition, including the Syrian National Army, which the NFL was part of, announced their pending dissolution.",Victory,victory,,,,,,,,,,,,,,,,,,,,,campaign_article,0.5,campaign signals,campaign signals | fallback wikitext extraction,campaign_like_engagement,True,6732,2025 disestablishments in Syria | All articles with unsourced statements | Anti-Assad factions of the Syrian civil war | Anti-ISIL factions in Syria | Articles containing Arabic-language text | Articles with short description | Articles with unsourced statements from May 2025 | Articles with unsourced statements from November 2021 | CS1: unfit URL | CS1 Arabic-language sources (ar) | Free Syrian Army | Military units and formations disestablished in 2025 | Pages using infobox militant organization with conflicting parameters | Pages using multiple image with auto scaled images | Short description matches Wikidata | Use dmy dates from February 2025,List of battles in the 21st century,List of battles in the 21st century,Lists of battles,period_based,0.6,recovery_mode=fallback_wikitext,generic_category_signal,removed_false_positive
battle_76400349,Operation Sankalp,Operation Sankalp,Operation Sankalp,https://en.wikipedia.org/wiki/Operation_Sankalp,"19 June 2019 – present />(6 years, 9 months, 2 weeks and 1 day)",2019-06-19,,2019.0,21.0,0.75,"Red Sea crisis , Spillover of the Gaza war , Piracy off the coast of Somalia",,"Red Sea , Gulf of Aden , Arabian Sea , Indian Ocean","Red Sea , Gulf of Aden , Arabian Sea , Indian Ocean",,,,,,unknown,,,,,,,,,,,,,,,,,,,,,operation_article,0.5,battle-like title | campaign signals,battle-like title | campaign signals,naval_battle,True,37352,Articles_with_short_description | Short_description_matches_Wikidata | Articles_containing_suspected_AI-generated_texts_from_October_2025 | Use_Indian_English_from_March_2026 | All_Wikipedia_articles_written_in_Indian_English | Use_dmy_dates_from_March_2026 | All_articles_with_unsourced_statements | Articles_with_unsourced_statements_from_March_2026 | 2019_establishments_in_India | Military_units_and_formations_established_in_2019 | Naval_units_and_formations_of_India,List of military engagements during the Gaza war,List of military engagements during the Gaza war,Lists of battles,war_conflict_based,0.4,,generic_category_signal,removed_false_positive
battle_74821509,The Resistance Front,The Resistance Front,The Resistance Front,https://en.wikipedia.org/wiki/The_Resistance_Front,of the 2019,2019-04-01,2019-04-01,2019.0,21.0,1.0,Lashkar-e-Taiba,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,campaign_article,0.5,campaign signals,campaign signals | fallback wikitext extraction,campaign_like_engagement,True,9392,2020 establishments in India | 2020 establishments in Pakistan | Ahl-i Hadith | All Wikipedia articles written in Indian English | Anti-Hindu violence in India | Articles with short description | Jihadist groups in Jammu and Kashmir | Jihadist groups in Pakistan | Lashkar-e-Taiba | Organisations designated as terrorist by India | Organizations based in Asia designated as terrorist | Organizations designated as terrorist by the United States | Organizations established in 2020 | Paramilitary organisations based in Pakistan | Short description is different from Wikidata | Use Indian English from August 2024 | Use dmy dates from August 2024 | Wikipedia extended-confirmed-protected pages,List of wars: 1945–1989,List of wars: 1945–1989,Lists of battles,war_conflict_based,0.4,recovery_mode=fallback_wikitext,generic_category_signal,removed_false_positive
battle_63579572,Popular Front for the Rebirth of Central African Republic,Popular Front for the Rebirth of Central African Republic,Popular Front for the Rebirth of Central African Republic,https://en.wikipedia.org/wiki/Popular_Front_for_the_Rebirth_of_Central_African_Republic,2021,2021-04-01,2021-04-01,2021,21,1.0,Coalition of Patriots for Change (since December 2020),,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,campaign_article,0.5,campaign signals,campaign signals | fallback wikitext extraction,campaign_like_engagement,True,1783,2014 establishments in the Central African Republic | Articles containing French-language text | Articles with short description | Factions of the Central African Republic Civil War | Pages using infobox militant organization with conflicting parameters | Rebel groups in the Central African Republic | Rebel groups that actively control territory | Short description matches Wikidata | Webarchive template wayback links,List of wars: 2003–2019,List of wars: 2003–2019,Lists of battles,war_conflict_based,0.4,recovery_mode=fallback_wikitext,generic_category_signal,removed_false_positive
battle_73931460,2022 Boala attack,2022 Boala attack,2022 Boala attack,https://en.wikipedia.org/wiki/2022_Boala_attack,"December 7, 2022",2022-12-07,2022-12-07,2022.0,21.0,1.0,Jihadist insurgency in Burkina Faso,,"Boala Department , Namentenga Province , Burkina Faso","Boala Department , Namentenga Province , Burkina Faso",,,,Indecisive,Indecisive,indecisive,Volunteers for the Defense of the Homeland,Unknown jihadists,,,,,,,,10 killed Several injured [ 1 ],20 killed,,,,,,1.0,10.0,20.0,20.0,battle_article,1.0,battle categories | battle infobox structure,battle categories | battle infobox structure,land_battle,True,2605,CS1_French-language_sources_(fr) | Articles_with_short_description | Short_description_matches_Wikidata | Jihadist_insurgency_in_Burkina_Faso | Arson_in_Burkina_Faso | December_2022_crimes_in_Africa | Namentenga_Province | Battles_in_2022 | 2022_murders_in_Burkina_Faso | Ambushes_in_Burkina_Faso | Marketplace_attacks_in_Burkina_Faso | 2022_mass_murders | 21st-century_mass_murders_in_Burkina_Faso | 2022_fires_in_Africa | Islamic_terrorist_incidents_in_2022 | Terrorist_incidents_in_Burkina_Faso_in_2022 | Attacks_on_buildings_and_structures_in_2022 | Arson_in_2022,List of battles in the 21st century,List of battles in the 21st century,Lists of battles,period_based,0.8,,list_page,removed_false_positive
